Youtuber,Subscribers,Video views,Total Video count,Country,Category,Youtuber since,Last 7 Days Subscribers,Last 30 Days Subscribers,Last 90 Days Subscribers,Estimated earnings in past 30 days
Nick DiGiovanni,"25,600,000","11,453,398,784",412,United States (US)               ,People,2016,"['175,000', '109,831,231']","['400,000', '251,042,813']","['2,600,000', '719,962,176']",$ 94.1K - $ 565K
TaylorSwiftVEVO,"25,400,000","29,857,608,972",307,United States (US)               ,Music,2009,"['0', '30,327,605']","['0', '117,305,976']","['0', '363,190,841']",$ 44K - $ 264K
Goldmines Great Indian Comedy,"25,400,000","6,769,339,659",4707,India (IN)               ,Film,2016,"['50,000', '14,567,845']","['100,000', '29,135,690']","['600,000', '203,518,185']",$ 10.9K - $ 65.6K
Miss Katy,"25,400,000","16,245,864,257",1141,United States (US)               ,People,2014,"['50,000', '9,806,842']","['100,000', '19,613,683']","['200,000', '127,106,296']",$ 7.36K - $ 44.1K
Tlnovelas,"25,400,000","20,121,234,721",62953,Mexico (MX)               ,News,2013,"['50,000', '80,563,439']","['100,000', '161,126,878']","['500,000', '789,216,222']",$ 60.4K - $ 363K
Rotana,"25,300,000","25,675,644,048",9304,Saudi Arabia (SA)               ,Music,2012,"['50,000', '116,763,627']","['200,000', '307,221,778']","['400,000', '847,091,632']",$ 115K - $ 691K
Enrique Iglesias,"25,300,000","20,358,290,979",546,Spain (ES)               ,Music,2007,"['46,667', '29,210,809']","['100,000', '125,189,181']","['200,000', '320,150,729']",$ 46.9K - $ 282K
J House jr.,"25,200,000","26,002,647,647",5232,United States (US)               ,Entertainment,2019,"['329,412', '948,402,856']","['1,300,000', '3,313,352,058']","['4,200,000', '6,408,997,053']",$ 1.24M - $ 7.46M
CRAZY GREAPA,"25,200,000","21,682,779,380",1392,,Entertainment,2017,"['525,000', '890,799,582']","['2,000,000', '2,883,675,400']","['3,500,000', '4,048,135,882']",$ 1.08M - $ 6.49M
Nasya Official,"25,200,000","12,650,868,841",944, ,Youtuber,2020,"['107,693', '72,656,700']","['200,000', '134,933,871']","['1,000,000', '382,614,375']",$ 50.6K - $ 304K
GMM GRAMMY OFFICIAL,"25,100,000","29,216,309,455",18466,Thailand (TH)               ,Music,2010,"['0', '47,666,399']","['0', '181,300,319']","['200,000', '609,893,272']",$ 68K - $ 408K
KSI,"25,000,000","6,264,811,203",1266, ,Entertainment,2009,"['0', '18,925,739']","['0', '81,110,308']","['0', '62,184,569']",$ 30.4K - $ 182K
Mister Max,"25,000,000","16,460,245,627",1192,Russian Federation (RU)               ,People,2014,"['0', '5,912,285']","['0', '11,824,570']","['100,000', '83,580,339']",$ 4.43K - $ 26.6K
1theK (ìëì¼ì´),"24,900,000","26,382,929,644",21234, ,Music,2011,"['0', '27,698,256']","['0', '55,396,511']","['0', '327,070,680']",$ 20.8K - $ 125K
Unbox Therapy,"24,800,000","4,822,089,898",2345,Canada (CA)               ,Science,2010,"['0', '2,062,570']","['0', '3,830,487']","['0', '27,854,145']",$ 1.44K - $ 8.62K
SSundee,"24,800,000","16,166,284,774",3455,United States (US)               ,Gaming,2009,"['24,138', '74,420,360']","['103,449', '170,103,681']","['200,000', '57,107,872']",
Dhar Mann Studios,"24,800,000","17,509,371,570",1622,United States (US)               ,People,2018,"['58,334', '54,706,129']","['100,000', '93,781,934']","['600,000', '637,234,846']",$ 35.2K - $ 211K
RihannaVEVO,"24,800,000","21,199,691,208",116,Barbados (BB)               ,Music,2009,"['0', '16,802,303']","['0', '33,604,606']","['100,000', '200,292,331']",$ 12.6K - $ 75.6K
DJ Snake,"24,700,000","9,663,754,053",328,France (FR)               ,Music,2008,"['26,924', '21,832,446']","['115,385', '93,567,624']","['100,000', '178,175,575']",$ 35.1K - $ 211K
Ishtar Punjabi,"24,700,000","12,930,065,837",6698,India (IN)               ,Entertainment,2014,"['0', '27,598,276']","['0', '51,253,941']","['200,000', '299,217,349']",$ 19.2K - $ 115K
Kajal Soni,"24,700,000","12,799,296,569",1366, ,People,2021,"['175,000', '202,884,386']","['400,000', '463,735,738']","['1,200,000', '1,332,145,314']",$ 174K - $ 1.04M
Yuya,"24,600,000","2,594,288,951",672,Mexico (MX)               ,Howto,2009,"['0', '52,452']","['0', '104,903']","['0', '745,878']",$ 39 - $ 236
Kiddiestv Hindi - Nursery Rhymes & Kids Songs,"24,600,000","8,901,896,714",336,India (IN)               ,Education,2017,"['46,667', '15,755,401']","['100,000', '61,508,665']","['400,000', '181,474,396']",$ 23.1K - $ 138K
GH'S,"24,600,000","19,551,134,694",939,,Gaming,2020,"['43,750', '94,169,130']","['200,000', '383,459,934']","['900,000', '1,014,457,310']",$ 144K - $ 863K
BROTHERS VLOG,"24,400,000","14,429,237,495",1740,Pakistan (PK)               ,Entertainment,2014,"['161,539', '177,162,145']","['300,000', '329,015,412']","['2,000,000', '1,557,777,914']",$ 123K - $ 740K
Amit Bhadana,"24,500,000","2,638,401,346",130, ,Entertainment,2012,"['25,000', '24,523,881']","['100,000', '72,847,451']","['321,429', '89,505,630']",$ 27.3K - $ 164K
Miss Karisha,"24,500,000","2,242,797,582",582,India (IN)               ,Youtuber,2020,"['50,000', '20,838,929']","['100,000', '41,677,858']","['300,000', '49,806,189']",$ 15.6K - $ 93.8K
National Geographic,"24,500,000","6,370,535,918",10668,United States (US)               ,Science,2006,"['50,000', '8,943,674']","['100,000', '17,887,348']","['400,000', '113,091,654']",$ 6.71K - $ 40.2K
News 24,"24,500,000","14,427,823,851",361229,India (IN)               ,News,2014,"['50,000', '85,874,818']","['100,000', '171,749,635']","['700,000', '933,483,596']",$ 64.4K - $ 386K
EminemVEVO,"24,500,000","23,736,425,244",105,United States (US)               ,Music,2009,"['0', '33,878,332']","['0', '67,756,664']","['0', '404,096,067']",$ 25.4K - $ 152K
à¤¹à¤¿à¤à¤¦à¥ - Genevieve's Playhouse,"24,400,000","13,223,387,942",131, ,Education,2018,"['46,667', '21,331,462']","['100,000', '45,710,275']","['500,000', '282,687,192']",$ 17.1K - $ 103K
FGTeeV,"24,400,000","25,547,535,331",1867,United States (US)               ,Gaming,2013,"['0', '12,104,279']","['0', '24,208,558']","['200,000', '137,899,270']",$ 9.08K - $ 54.5K
Pragati Verma Shorts,"24,400,000","11,003,435,852",1210, ,Comedy,2019,"['26,924', '28,858,803']","['115,385', '57,717,606']","['200,000', '316,676,125']",$ 21.6K - $ 130K
Infinite,"24,400,000","6,119,043,484",1722,United States (US)               ,Entertainment,2014,"['58,334', '8,854,786']","['100,000', '15,179,633']","['400,000', '100,099,308']",$ 5.69K - $ 34.2K
NickyJamTV,"24,300,000","16,696,204,240",536,United States (US)               ,Music,2012,"['0', '15,906,259']","['0', '59,080,388']","['100,000', '760,129,889']",$ 22.2K - $ 133K
KatyPerryVEVO,"24,300,000","25,542,849,609",185,United States (US)               ,Music,2009,"['0', '20,275,913']","['0', '40,551,825']","['100,000', '248,122,711']",$ 15.2K - $ 91.2K
Jomy Production,"24,300,000","4,281,424,845",349,United States (US)               ,Entertainment,2020,"['43,750', '326,050,953']","['100,000', '745,259,322']","['900,000', '2,405,889,925']",
Deddy Corbuzier,"24,300,000","7,058,947,973",1909,Indonesia (ID)               ,Entertainment,2009,"['46,667', '19,981,784']","['100,000', '79,449,847']","['300,000', '239,402,218']",$ 29.8K - $ 179K
Khan GS Research Centre,"24,200,000","2,504,127,689",387,India (IN)               ,Education,2019,"['43,750', '4,808,624']","['100,000', '15,428,987']","['200,000', '35,865,161']",$ 5.79K - $ 34.7K
Yudist Ardhana,"24,200,000","10,196,120,375",4927,Indonesia (ID)               ,Entertainment,2016,"['50,000', '33,060,567']","['100,000', '66,121,133']","['600,000', '374,488,288']",$ 24.8K - $ 149K
Fabiosa Best Lifehacks,"24,200,000","17,200,310,670",2581,United States (US)               ,Howto,2019,"['161,539', '279,966,277']","['300,000', '519,937,370']","['1,500,000', '1,557,207,242']",$ 195K - $ 1.17M
James Charles,"24,100,000","4,591,997,000",640,United States (US)               ,Entertainment,2015,"['29,167', '6,397,632']","['125,000', '11,881,316']","['100,000', '50,712,371']",$ 4.46K - $ 26.7K
Dua Lipa,"24,100,000","14,393,281,903",311, ,Music,2011,"['0', '28,470,418']","['0', '122,016,077']","['100,000', '251,621,498']",$ 45.8K - $ 275K
Sia,"24,100,000","15,583,203,508",300,Australia (AU)               ,Music,2007,"['0', '12,181,734']","['0', '45,246,439']","['100,000', '354,323,724']",$ 17K - $ 102K
Diana Belitskay,"24,100,000","21,117,883,378",5251,United States (US)               ,People,2014,"['100,000', '244,352,592']","['200,000', '488,705,184']","['1,200,000', '1,850,589,794']",$ 183K - $ 1.1M
Ravi sagar88,"24,100,000","10,630,781,162",2465,India (IN)               ,Entertainment,2018,"['26,924', '63,263,020']","['115,385', '126,526,040']","['400,000', '571,190,602']",$ 47.4K - $ 285K
Linh Nhi Shorts,"24,100,000","24,403,414,070",4846,United Kingdom (GB)               ,Gaming,2013,"['150,000', '528,249,290']","['300,000', '1,056,498,579']","['1,500,000', '2,734,262,433']",$ 396K - $ 2.38M
Collins Key,"24,000,000","6,982,112,378",257,United States (US)               ,Entertainment,2011,"['0', '592,058']","['0', '1,184,115']","['100,000', '10,747,014']",$ 444 - $ 2.66K
FACT FIRE KING,"24,000,000","8,126,088,289",1936,India (IN)               ,Youtuber,2020,"['87,500', '345,403,007']","['200,000', '789,492,586']","['1,400,000', '2,466,893,671']",$ 296K - $ 1.78M
Blippi - Educational Videos for Kids,"24,000,000","17,781,550,359",1340,United States (US)               ,Education,2014,"['116,667', '135,100,434']","['200,000', '231,600,743']","['800,000', '712,548,283']",$ 86.9K - $ 521K
Vsauce,"24,000,000","5,870,314,187",600, ,Science,2007,"['24,138', '30,695,076']","['100,000', '148,016,317']","['500,000', '386,898,769']",$ 55.5K - $ 333K
Emilly Vick,"24,000,000","12,567,271,354",980,Brazil (BR)               ,Science,2015,"['131,250', '172,054,826']","['300,000', '393,268,172']","['1,500,000', '1,642,755,968']",$ 147K - $ 885K
MSA previously My Story Animated,"23,900,000","11,408,720,713",945,United States (US)               ,Film,2019,"['58,334', '32,704,344']","['100,000', '56,064,589']","['500,000', '374,553,959']",$ 21K - $ 126K
Panda Shorts,"23,900,000","12,201,532,882",1259,Sweden (SE)               ,Comedy,2020,"['43,750', '42,439,120']","['100,000', '97,003,701']","['100,000', '300,447,749']",$ 36.4K - $ 218K
Kurzgesagt â In a Nutshell,"23,900,000","3,229,757,186",278,Germany (DE)               ,Education,2013,"['58,334', '16,406,358']","['100,000', '28,125,184']","['400,000', '110,162,553']",$ 10.5K - $ 63.3K
Triggered Insaan,"23,900,000","4,470,675,409",345,India (IN)               ,Comedy,2014,"['25,000', '11,502,050']","['100,000', '43,310,763']","['300,000', '132,095,152']",$ 16.2K - $ 97.4K
Troom Troom,"23,900,000","10,459,276,164",2904,United States (US)               ,Howto,2015,"['0', '2,100,095']","['0', '4,200,189']","['0', '24,198,270']",$ 1.58K - $ 9.45K
boxtoxtv,"23,900,000","18,891,683,587",1785,Germany (DE)               ,Comedy,2022,"['46,667', '70,670,406']","['100,000', '151,436,583']","['400,000', '672,205,573']",$ 56.8K - $ 341K
Super JoJo - Nursery Rhymes & Kids Songs,"23,900,000",0,0,United States (US)               ,Youtuber,2019,"['0', '0']","['0', '0']","['0', '0']",$ 0 - $ 0
Tayo Bus Kecil - Tayo Bahasa Indonesia,"23,800,000","13,311,038,757",1525,Indonesia (ID)               ,Film,2016,"['93,334', '150,888,216']","['500,000', '539,309,817']","['1,300,000', '1,191,348,816']",$ 202K - $ 1.21M
Ninja,"23,800,000","2,740,023,462",2269,United States (US)               ,Gaming,2011,"['0', '873,797']","['0', '1,747,594']","['0', '9,199,576']",$ 655 - $ 3.93K
MiawAug,"23,800,000","7,515,838,461",4401,Indonesia (ID)               ,Gaming,2014,"['50,000', '13,415,167']","['200,000', '56,165,440']","['500,000', '190,140,336']",$ 21.1K - $ 126K
And TV,"23,800,000","21,528,896,978",57942, ,Entertainment,2015,"['26,924', '50,254,722']","['115,385', '100,509,444']","['400,000', '554,562,906']",$ 37.7K - $ 226K
Technical Guruji,"23,700,000","3,842,549,747",5793,India (IN)               ,Science,2015,"['0', '2,254,221']","['0', '8,015,265']","['0', '28,628,350']",$ 3.01K - $ 18K
Jason Vlogs,"23,700,000","15,600,916,940",1059,United States (US)               ,Education,2015,"['100,000', '85,877,219']","['300,000', '310,289,746']","['900,000', '976,831,705']",$ 116K - $ 698K
DrossRotzank,"23,700,000","6,694,990,021",1817,Argentina (AR)               ,Entertainment,2006,"['0', '8,169,494']","['0', '16,338,987']","['100,000', '102,627,236']",$ 6.13K - $ 36.8K
Logan Paul,"23,600,000","6,057,081,647",733,United States (US)               ,Entertainment,2015,"['0', '1,947,108']","['0', '3,337,899']","['0', '20,691,534']",$ 1.25K - $ 7.51K
DeGoBooM,"23,600,000","7,505,726,097",5584,Chile (CL)               ,Gaming,2014,"['0', '4,070,620']","['0', '8,141,240']","['0', '48,370,725']",$ 3.05K - $ 18.3K
How Ridiculous,"23,600,000","14,539,683,307",760,Australia (AU)               ,Sports,2009,"['30,435', '34,254,752']","['130,435', '58,722,432']","['200,000', '241,872,215']",$ 22K - $ 132K
TV9 Bharatvarsh,"23,500,000","17,039,399,404",477084,India (IN)               ,People,2018,"['93,334', '74,390,318']","['300,000', '245,557,919']","['700,000', '618,555,089']",$ 92.1K - $ 553K
Jelly,"23,500,000","15,257,937,505",6706, ,Gaming,2014,"['0', '2,285,513']","['0', '4,571,026']","['0', '23,434,963']",$ 1.71K - $ 10.3K
TOYOTA GAZOO Racing,"23,500,000","468,088,376",3237, ,Autos,2014,"['420,000', '3,209,793']","['900,000', '6,878,126']","['8,700,000', '70,937,694']",$ 2.58K - $ 15.5K
H&T Official,"23,500,000","11,501,397,584",1240,Viet Nam (VN)               ,Entertainment,2020,"['150,000', '118,585,735']","['300,000', '237,171,470']","['2,000,000', '1,141,685,851']",$ 88.9K - $ 534K
Linkin Park,"23,500,000","17,665,928,793",1023,United States (US)               ,Music,2006,"['30,435', '17,799,107']","['130,435', '76,281,885']","['300,000', '589,365,247']",$ 28.6K - $ 172K
Les' Copaque Production,"23,500,000","12,728,356,662",2314,Malaysia (MY)               ,Film,2009,"['50,000', '68,868,566']","['100,000', '137,737,131']","['800,000', '675,108,785']",$ 51.7K - $ 310K
Aphmau,"23,400,000","25,835,295,434",5271,United States (US)               ,Gaming,2012,"['58,334', '76,235,564']","['100,000', '130,689,537']","['600,000', '723,098,732']",$ 49K - $ 294K
Ajay Sharma,"23,400,000","15,012,069,219",1411, ,Entertainment,2012,"['0', '18,802,327']","['0', '42,976,747']","['100,000', '177,973,854']",$ 16.1K - $ 96.7K
LOL,"23,400,000","4,206,491,844",1483,United States (US)               ,People,2021,"['30,435', '25,907,394']","['130,435', '48,113,730']","['900,000', '163,187,109']",$ 18K - $ 108K
ÐÐÐÐÐ¢,"23,400,000","4,515,751,240",824,Belarus (BY)               ,People,2019,"['46,667', '37,543,154']","['100,000', '80,449,615']","['500,000', '328,327,549']",$ 30.2K - $ 181K
Masha e o Urso,"23,400,000","10,983,298,902",1783,Brazil (BR)               ,Shows,2016,"['50,000', '36,904,927']","['100,000', '73,809,854']","['600,000', '435,322,556']",$ 27.7K - $ 166K
Ninja Kidz TV,"23,400,000","13,353,026,666",340,United States (US)               ,Entertainment,2017,"['25,000', '19,510,296']","['107,143', '41,807,776']","['400,000', '308,623,096']",$ 15.7K - $ 94.1K
mmoshaya,"23,400,000","18,697,133,445",1262,Saudi Arabia (SA)               ,People,2010,"['26,924', '10,525,604']","['115,385', '21,051,208']","['100,000', '129,347,117']",$ 7.89K - $ 47.4K
XO TEAM,"23,400,000","19,948,699,906",7767,United States (US)               ,People,2021,"['0', '33,813,169']","['0', '144,913,580']","['300,000', '234,440,406']",$ 54.3K - $ 326K
Lyrical Lemonade,"23,400,000","12,305,484,623",455,United States (US)               ,Entertainment,2013,"['50,000', '18,133,138']","['100,000', '36,266,276']","['400,000', '232,086,324']",$ 13.6K - $ 81.6K
Boffe Streams,"162,000","34,312,413",871,Argentina (AR)               ,People,2022,"['824', '330,939']","['2,000', '803,708']","['8,000', '3,167,613']",$ 301 - $ 1.81K
X X,333,0,0, ,Science,2016,"['0', '0']","['0', '0']","['1', '0']",$ 0 - $ 0
giorgos1503197,"2,810","3,474,497",437,Greece (GR)               ,People,2008,"['0', '22,572']","['0', '96,735']","['0', '290,205']",$ 36 - $ 217
STELIOS Official,"8,240","2,124,174",15,Greece (GR)               ,Music,2017,"['4', '33']","['10', '126']","['30', '449']",$ 0 - $ 0
Qalam Islam,"6,670","574,757",732, ,Youtuber,2012,"['15', '5,554']","['30', '11,108']","['270', '57,252']",$ 4 - $ 24
Lance Pugmire,337,"786,229",177, ,Comedy,2009,"['0', '25']","['0', '45']","['0', '329']",$ 0 - $ 0
vitaminwatermx,711,"652,261",39, ,Howto,2009,"['1', '4']","['4', '22']","['8', '45']",$ 0 - $ 0
Kim Dave,"491,000","34,307,156",652,United Kingdom (GB)               ,Howto,2015,"['875', '40,768']","['2,000', '93,182']","['6,000', '702,406']",$ 34 - $ 209
Arte da BÃª AteliÃª,"469,000","41,911,075",518,Brazil (BR)               ,People,2017,"['467', '43,369']","['1,000', '92,932']","['4,000', '557,354']",$ 34 - $ 209
sophia rodrigues,"37,500","2,518,780",181,Brazil (BR)               ,People,2015,"['0', '456']","['0', '911']","['100', '5,860']",$ 0 - $ 2
Boffe Streams,"162,000","34,312,413",871,Argentina (AR)               ,People,2022,"['824', '330,939']","['2,000', '803,708']","['8,000', '3,167,613']",$ 301 - $ 1.81K
X X,333,0,0, ,Science,2016,"['0', '0']","['0', '0']","['1', '0']",$ 0 - $ 0
giorgos1503197,"2,810","3,474,497",437,Greece (GR)               ,People,2008,"['0', '22,572']","['0', '96,735']","['0', '290,205']",$ 36 - $ 217
STELIOS Official,"8,240","2,124,174",15,Greece (GR)               ,Music,2017,"['4', '33']","['10', '126']","['30', '449']",$ 0 - $ 0
Qalam Islam,"6,670","574,757",732, ,Youtuber,2012,"['15', '5,554']","['30', '11,108']","['270', '57,252']",$ 4 - $ 24
Lance Pugmire,337,"786,229",177, ,Comedy,2009,"['0', '25']","['0', '45']","['0', '329']",$ 0 - $ 0
vitaminwatermx,711,"652,261",39, ,Howto,2009,"['1', '4']","['4', '22']","['8', '45']",$ 0 - $ 0
Kim Dave,"491,000","34,307,156",652,United Kingdom (GB)               ,Howto,2015,"['875', '40,768']","['2,000', '93,182']","['6,000', '702,406']",$ 34 - $ 209
